102	1353	6	3.85
101	4089	5	8.18
221	106	21	24.52
101	1396	8	4.53
194	102	49	15.81
3254	103	3	4.39
102	3732	4	7.1
101	3360	5	6.6
101	8089	4	12.03
1227	110	3	7.25
207	1405	3	20.6
147	180	31	141.92
101	9817	3	7.99
136	175	6	6.28
2240	111	4	17.34
412	357	3	17.78
507	483	3	21.1
6392	112	3	19.15
1909	4053	3	43.76
175	2856	3	23.01
2216	103	4	5.07
7114	104	4	20.53
1488	169	3	18.15
2012	107	3	7.45
607	185	11	78.89
167	260	16	87.64
107	1082	21	107.92
112	1941	6	29.35
1878	425	5	53.11
298	120	18	69.58
532	290	4	26.14
3082	103	4	7.54
2114	137	4	24.42
102	7480	4	13.68
101	3634	4	4.14
5206	103	7	30.9
6224	102	3	6.75
397	106	7	5.31
1420	104	7	16.53
311	581	5	36.9
339	110	8	13.73
124	718	6	23.18
1032	118	6	24.69
102	1559	10	17.1
3664	136	7	60.7
101	5399	3	4.15
102	5803	8	38.95
5690	101	3	4.15
162	2183	3	20.29
2978	6503	3	50.87
789	146	3	11.78
3973	103	3	5.57
5740	103	3	7.76
10242	10542	3	66.39
101	2914	9	18.86
257	602	8	62.98
4688	14	9	41.1
198	584	3	14.66
5774	2536	3	49.04
273	2355	5	50.86
142	536	5	19.22
3595	127	17	190.2
3113	141	3	19.6
652	5152	3	38.67
496	1886	3	29.67
1617	224	3	22.67
294	112	6	6.72
109	452	6	10.58
5372	276	4	47.29
200	303	5	22.4
1311	4716	5	77.34
860	391	3	23.01
233	147	3	4.24
107	1146	53	427.31
101	11168	3	9.43
560	14	88	391.38
1771	1446	3	36.26
541	105	15	31.92
108	6548	6	48.33
1728	7521	3	47.96
108	2860	4	18.84
4410	102	3	4.81
3164	9	6	33.87
267	1129	7	63.69
9	567	17	65.55
116	1710	4	16.13
1130	201	7	56.22
179	533	4	18.78
101	8752	3	7.99
1222	1794	5	64.32
115	382	4	4.47
678	150	7	38.04
650	14	61	233.67
303	163	4	12.65
5675	140	3	23.82
8041	101	3	6.89
638	105	16	40.65
1635	201	12	121.47
110	297	12	25.42
368	143	10	44.36
2665	107	4	14.57
680	181	3	13.91
101	14397	3	15.86
116	2672	12	91.41
103	5033	5	17.66
318	165	3	8.38
102	1604	8	10.85
103	289	19	7.02
101	1999	13	26.6
398	540	23	253.83
4582	126	3	19.84
7040	103	3	9.85
1068	111	3	6.82
124	390	9	30.75
235	13831	3	40.25
